Date;Shocks_ECB;INFO_Shocks_ECB
2007-08-02;-0.07114;-0.00328774
2007-09-06;-0.03580245;-0.00262615
2007-10-04;0.00164098;-0.00360464
2007-11-08;0.00098872;-0.02101713
2007-12-06;0.0218125;-0.00225052
2008-01-10;0.00842253;-0.0102117
2008-02-07;-0.00562809;-0.04376694
2008-03-06;0.03247982;-0.00310183
2008-04-10;-0.00107469;0.00207549
2008-05-08;0.0078525;-0.01895771
2008-06-05;0.08608222;0.05872588
2008-07-03;-0.08515226;0.00014733
2008-08-07;-0.00058238;-0.04075297
2008-09-04;0.02035572;-0.02726651
2008-10-02;-0.00295113;-0.05405777
2008-11-06;0.14121014;0.05899416
2008-12-04;0.07149008;-0.02166659
2009-01-15;0.00568268;-0.03034373
2009-02-05;-0.01400387;-0.04287987
2009-03-05;-0.00505385;0.00935981
2009-04-02;0.0428955;0.03967685
2009-05-07;-0.00273072;-0.02115103
2009-06-04;0.01892821;0.01968617
2009-07-02;0.01945979;-0.08578402
2009-08-06;0.00381135;-0.00220524
2009-09-03;-0.01462395;-0.02843497
2009-10-08;-0.00624702;-0.01717739
2009-11-05;-0.03314891;0.01775542
2009-12-03;-0.02973182;-0.00988718
2010-01-14;-0.03132;-0.01149309
2010-02-04;0.02769696;-0.03265986
2010-03-04;-0.0159734;0.00342609
2010-04-08;0.00533143;-0.00098981
2010-05-06;0.02591353;-0.01775564
2010-06-10;-0.02337255;0.01998413
2010-07-08;0.00516439;0.04152265
2010-08-05;0.01399618;-0.02394314
2010-09-02;-0.00288284;-0.01036286
2010-10-07;-0.00277588;0.00158433
2010-11-04;-0.00011196;-0.00797342
2010-12-02;-0.00473899;-0.02285383
2011-01-13;0.01824309;0.01722415
2011-02-03;-0.02413112;-0.01416405
2011-03-03;0.06934941;0.0594239
2011-04-07;-0.00245063;0.01912417
2011-05-05;-0.05875122;-0.04447664
2011-06-09;-0.0151847;-0.00216522
2011-07-07;-0.01337143;0.02731582
2011-08-04;-0.04301608;-0.11844614
2011-09-08;0.01181616;-0.00996671
2011-10-06;0.10456216;0.04943794
2011-11-03;-0.07066264;-0.06007884
2011-12-08;0.03304584;-0.03893185
2012-01-12;0.02594405;-0.0280089
2012-02-09;-0.01414429;0.01514567
2012-03-08;0.00673276;-0.00819535
2012-04-04;0.00675693;-0.0059615
2012-05-03;0.04077711;-0.02587082
2012-06-06;0.03293278;-0.00618242
2012-07-05;-0.00692867;-0.10521633
2012-08-02;0.10211043;-0.07246895
2012-09-06;-0.03454211;0.03826197
2012-10-04;0.00531495;-0.00081168
2012-11-08;0.00742062;0.00504853
2012-12-06;-0.00369532;-0.00481053
2013-01-10;-0.00310599;0.0178399
2013-02-07;-0.00641654;-0.009554
2013-03-07;0.00836053;0.00453964
2013-04-04;0.02489108;-0.02718292
2013-05-02;-0.00543093;-0.00519838
2013-06-06;0.03179232;-0.0148848
2013-07-04;-0.05974726;0.04144598
2013-08-01;-0.00280206;0.01119928
2013-09-05;-0.0062411;0.00130007
2013-10-02;0.00668107;-0.00601137
2013-11-07;-0.03497496;0.02317697
2013-12-05;0.01764493;-0.00417898
2014-01-09;0.00730279;-0.01483924
2014-02-06;0.01904762;0.02056693
2014-03-06;0.03097934;0.01080407
2014-04-03;-0.01375802;0.03629331
2014-05-08;-0.00529193;0.00985719
2014-06-05;-0.03577729;0.01203645
2014-07-03;-0.01759012;0.01275301
2014-08-07;0.00069632;0.00185486
2014-09-04;-0.06321844;-0.00054279
2014-10-02;0.05334029;-0.04822192
2014-11-06;-0.03631236;0.03892398
2014-12-04;0.05520068;-0.04766659
2015-01-22;-0.01897477;0.01156274
2015-03-05;0.00035783;-0.00379559
2015-04-15;-0.00141167;0.00800259
2015-06-03;0.00874994;-0.0114001
2015-07-16;-0.00143624;0.00205622
2015-09-03;-0.03127194;0.02946466
2015-10-22;-0.07357197;0.05293609
2015-12-03;0.16292071;-0.06689725
2016-01-21;-0.02324465;0.00201453
2016-03-10;0.00290422;0.04631255
2016-04-21;0.00863137;-0.00704369
2016-06-02;0.01397211;-0.0145007
2016-07-21;0.00409452;0.02102336
2016-09-08;0.02888097;-0.01567113
2016-10-20;-0.00338833;0.00284208
2016-12-08;-0.02336538;0.0246102
2017-01-19;-0.01121313;0.01110039
2017-03-09;-0.01191526;0.01283801
2017-04-27;-0.00218444;-0.00059373
2017-06-08;0.00461871;-0.00609674
2017-07-20;-0.00734078;-0.00380757
2017-09-07;-0.00127728;0.00229361
2017-10-26;-0.01189445;0.01331978
2017-12-14;-0.00715653;0.00536323
2018-01-25;0.01911076;-0.01914096
2018-03-08;-0.0197137;0.02206634
2018-04-26;0.00348097;-0.00427963
2018-06-14;-0.04213835;0.03607787
2018-07-26;-0.00743476;0.00743476
2018-09-13;0.00542711;-0.00635763
2018-10-25;0.01972467;-0.0180233
2018-12-13;-0.00409699;0.00350232
2019-01-24;0.01735661;-0.02114993
2019-03-07;0.00857111;-0.01422757
2019-04-10;-0.00270117;-0.00018385
2019-06-06;0.03015435;-0.00705276
2019-07-25;0.04153943;-0.00506455
2019-09-12;0.03170746;0.03437493
2019-10-24;0.00754104;-0.00656061
2019-12-12;-0.01014847;0.01083603
2020-01-23;0.01760835;-0.01205471
2020-03-12;0.1871553;-0.06402039
2020-04-30;0.0438615;-0.02790707
2020-06-04;0.000737;0.00217056
2020-07-16;-0.01036838;0.00654246
2020-09-10;-0.0112511;0.02058831
2020-10-29;-0.04381792;0.0377334
2020-12-10;0.02919528;-0.01450273
2021-01-21;0.01205018;-0.00952529
2021-03-11;0.00278229;0.00957357
2021-04-22;0.0018626;-0.00339405
2021-06-10;-0.01542102;0.01449907
2021-07-22;0.00720642;-0.00758086
2021-09-09;-0.01386947;0.01545107
2021-10-28;0.0066144;-0.00609802
2021-12-16;0.02009853;-0.02319193
2022-02-03;0.03875907;-0.02225382
2022-03-10;0.01148173;0.00289887
2022-04-14;-0.02690802;-0.01197934
2022-06-09;0.0396333;-0.04930735
2022-07-21;0.05959075;0.06715139
2022-09-08;0.06455953;0.05045192
2022-10-27;-0.0480047;-0.00752288
2022-12-15;0.08656802;-0.05081789
2023-02-02;-0.02798894;0.00717506
2023-03-16;0.06244094;0.13485173
2023-05-04;-0.05364453;-0.02168729
2023-06-15;0.00306168;0.01195935
2023-07-27;-0.02894472;0.00748388
2023-09-14;0.0037728;0.0681054
2023-10-26;-0.02481732;0.00493832
